run	success	duration	cost	GU__Ka_dis_riv	GU__RIVABS_k	LI__RIV2RX_Vmax	LI__RXEX_BI_k	KI__RIVEX_k	message	x	x0
96	True	12.22322702407837	685.410171067919	0.15966793570100948	0.05209355526178296	0.06402728892994915	9.99999999999998e-05	0.16140978125029906	`xtol` termination condition is satisfied.	"[1.59667936e-01 5.20935553e-02 6.40272889e-02 1.00000000e-04
 1.61409781e-01]"	"[5.24903302e-01 2.71054035e+00 1.76596450e-03 8.31386981e-05
 2.82903367e-01]"
6	True	22.531643629074097	685.4103270590472	0.15966588856336178	0.05209684603455649	0.06402816803783108	9.99999999999998e-05	0.16141040867523684	`xtol` termination condition is satisfied.	"[1.59665889e-01 5.20968460e-02 6.40281680e-02 1.00000000e-04
 1.61410409e-01]"	"[5.68311254e+01 3.72250493e-01 1.42686129e-01 2.18761091e-05
 3.03976046e-04]"
66	True	20.369516849517822	685.4113891133204	3.316134447257581	0.002612248711408045	0.06333612470348671	9.99999999999998e-05	0.15976588481826148	`xtol` termination condition is satisfied.	"[3.31613445e+00 2.61224871e-03 6.33361247e-02 1.00000000e-04
 1.59765885e-01]"	"[6.84219719e+01 2.39355982e-01 1.11575295e-03 7.64540562e-06
 1.04625564e-04]"
56	True	15.191975116729736	685.4114716306351	0.1596922534623657	0.05210809728978437	0.06404553828691795	9.99999999999998e-05	0.16151688808622933	`xtol` termination condition is satisfied.	"[1.59692253e-01 5.21080973e-02 6.40455383e-02 1.00000000e-04
 1.61516888e-01]"	"[1.52379718e+00 5.47599473e+00 2.42896217e+00 2.30717256e-06
 3.61053962e-02]"
33	True	15.210887670516968	685.4116295403119	3.3170970078730426	0.0026118795876804504	0.06333009936989378	9.99999999999998e-05	0.15974788155113606	`xtol` termination condition is satisfied.	"[3.31709701e+00 2.61187959e-03 6.33300994e-02 1.00000000e-04
 1.59747882e-01]"	"[6.24233537e+00 8.22406704e-02 4.06991645e-03 1.15932760e-05
 2.12414047e-01]"
60	True	19.341288089752197	685.4118406388517	3.316850610162492	0.002611913765225854	0.06333201713551269	9.99999999999998e-05	0.15975605646545687	`xtol` termination condition is satisfied.	"[3.31685061e+00 2.61191377e-03 6.33320171e-02 1.00000000e-04
 1.59756056e-01]"	"[4.22953089e+00 1.62405125e+00 7.01724334e+00 4.67938545e-05
 1.58558775e-02]"
42	True	9.41354513168335	685.4119813889915	0.15963744185397644	0.05213515436402505	0.0640183706850732	9.999999999968178e-05	0.16139866077398438	`xtol` termination condition is satisfied.	"[1.59637442e-01 5.21351544e-02 6.40183707e-02 1.00000000e-04
 1.61398661e-01]"	"[6.31539091e-02 6.31662063e-03 3.45283760e-03 1.98285273e-06
 1.50148161e+00]"
73	True	12.747647285461426	685.412008296627	0.1596487753417929	0.052131917211141174	0.06402207574322283	9.999999997722611e-05	0.16140596285300612	`xtol` termination condition is satisfied.	"[1.59648775e-01 5.21319172e-02 6.40220757e-02 1.00000000e-04
 1.61405963e-01]"	"[1.17619838e-02 5.74166042e-02 5.47073445e-02 2.13997370e-06
 4.24880764e-01]"
17	True	10.972057104110718	685.4121009342156	0.1596227380993513	0.05214146639457591	0.06401501251582628	9.99999999999998e-05	0.16138826897113934	`xtol` termination condition is satisfied.	"[1.59622738e-01 5.21414664e-02 6.40150125e-02 1.00000000e-04
 1.61388269e-01]"	"[9.21681723e+00 2.15184322e-01 4.43645447e-03 1.13136840e-05
 3.36548601e-02]"
8	True	18.47250747680664	685.4122045494461	3.316762847428273	0.002611889483131906	0.06332898668810318	9.99999999999998e-05	0.1597493607465674	`xtol` termination condition is satisfied.	"[3.31676285e+00 2.61188948e-03 6.33289867e-02 1.00000000e-04
 1.59749361e-01]"	"[5.30777121e-01 3.28970461e-03 3.88101622e-02 1.09875523e-05
 1.58500418e+00]"
68	True	12.39193320274353	685.4122290895951	0.15965415651079523	0.0521332097877394	0.06402208088404265	9.999999999976052e-05	0.16141042965731334	`xtol` termination condition is satisfied.	"[1.59654157e-01 5.21332098e-02 6.40220809e-02 1.00000000e-04
 1.61410430e-01]"	"[1.90335929e-03 3.05516094e-01 4.54225580e-03 6.15581211e-06
 1.78828659e-01]"
44	True	13.913486242294312	685.4123054910995	0.1596162428514115	0.05214798820204536	0.06401340565987387	9.99999999999953e-05	0.1613792556246009	`xtol` termination condition is satisfied.	"[1.59616243e-01 5.21479882e-02 6.40134057e-02 1.00000000e-04
 1.61379256e-01]"	"[7.37592569e-01 3.99258557e+00 1.02347717e+01 3.84501448e-06
 1.89119415e-01]"
88	True	14.915284872055054	685.4123401621086	0.15964736338732602	0.05213881684516554	0.06402449652516443	9.999999999999897e-05	0.16141117000065475	`xtol` termination condition is satisfied.	"[1.59647363e-01 5.21388168e-02 6.40244965e-02 1.00000000e-04
 1.61411170e-01]"	"[9.55478676e-03 6.45324402e-02 1.50877944e+00 5.26879233e-06
 4.20828247e-02]"
70	True	17.01037859916687	685.4124628085717	0.1596775868668453	0.05212662000169992	0.06404301605161186	9.99999999999998e-05	0.16151364839197352	`xtol` termination condition is satisfied.	"[1.59677587e-01 5.21266200e-02 6.40430161e-02 1.00000000e-04
 1.61513648e-01]"	"[2.50414170e+01 2.87947932e+00 1.38069975e-01 2.89632494e-05
 5.57173256e-02]"
77	True	15.473694086074829	685.4124899086801	0.15963431615977294	0.052145655879337234	0.06401717031969464	9.999999999999755e-05	0.1613974536027679	`xtol` termination condition is satisfied.	"[1.59634316e-01 5.21456559e-02 6.40171703e-02 1.00000000e-04
 1.61397454e-01]"	"[8.15036405e-01 6.32716968e+00 8.23308133e+00 2.11595346e-05
 2.93874133e-01]"
39	True	10.71308159828186	685.4125761160811	0.15963104168650408	0.05214897791361713	0.06401694552672497	9.999999999996768e-05	0.16139613782962545	`xtol` termination condition is satisfied.	"[1.59631042e-01 5.21489779e-02 6.40169455e-02 1.00000000e-04
 1.61396138e-01]"	"[1.61873033e-01 8.27335154e+00 1.80928524e+00 6.44414421e-06
 3.89285616e-01]"
58	True	12.562875986099243	685.4127735756916	0.15961787174266492	0.05215528437671394	0.06401425434185014	9.99999999999998e-05	0.16138992160228174	`xtol` termination condition is satisfied.	"[1.59617872e-01 5.21552844e-02 6.40142543e-02 1.00000000e-04
 1.61389922e-01]"	"[8.59391799e-03 8.62769435e-03 1.00789888e-01 6.23304495e-05
 1.41854064e-03]"
35	True	14.158954858779907	685.4130630863699	0.15919448130350447	0.0525647355233225	0.0639161658597364	9.999999733910822e-05	0.16114303917053407	`ftol` termination condition is satisfied.	"[1.59194481e-01 5.25647355e-02 6.39161659e-02 9.99999973e-05
 1.61143039e-01]"	"[6.39868785e-03 2.62586982e-01 7.31709719e-01 4.98177056e-06
 9.12043065e-02]"
62	True	15.11949872970581	685.4134271838549	0.15963087910564344	0.05216204795372891	0.06402044478462954	9.999999994695178e-05	0.16140481321627115	`xtol` termination condition is satisfied.	"[1.59630879e-01 5.21620480e-02 6.40204448e-02 9.99999999e-05
 1.61404813e-01]"	"[1.00149644e-02 6.73932682e+00 5.77837369e-02 2.88831673e-05
 1.28920881e+00]"
79	True	16.387980222702026	685.41352650854	0.1596207869087274	0.05216482322447121	0.06401699142020996	9.99999999999998e-05	0.1613953813536684	`ftol` termination condition is satisfied.	"[1.59620787e-01 5.21648232e-02 6.40169914e-02 1.00000000e-04
 1.61395381e-01]"	"[1.11231702e-03 2.39950543e-02 2.29505676e+01 9.24956082e-05
 9.58538279e-04]"
57	True	13.34799075126648	685.4136603463162	0.15914755386867205	0.05260839805185793	0.06390528743933167	9.999987929858582e-05	0.1610839765997423	`xtol` termination condition is satisfied.	"[1.59147554e-01 5.26083981e-02 6.39052874e-02 9.99998793e-05
 1.61083977e-01]"	"[2.36344049e-02 3.17463016e-01 1.63498806e-03 2.65731773e-05
 1.95509355e-02]"
94	True	16.17136240005493	685.4138952897307	0.15960847123974686	0.0521774239997382	0.06401566923009046	9.99999999999998e-05	0.1613890329910753	`xtol` termination condition is satisfied.	"[1.59608471e-01 5.21774240e-02 6.40156692e-02 1.00000000e-04
 1.61389033e-01]"	"[5.26259923e-03 1.58438936e-01 3.64026909e-03 1.68959250e-05
 4.24277857e-01]"
75	True	10.807615041732788	685.4140297001495	0.1596136948595596	0.052175957227919595	0.06401316374357317	9.999999999999693e-05	0.1613902586031145	`ftol` termination condition is satisfied.	"[1.59613695e-01 5.21759572e-02 6.40131637e-02 1.00000000e-04
 1.61390259e-01]"	"[1.48113634e-01 4.24914658e-03 1.28673394e-03 1.26443705e-06
 4.73245259e-03]"
27	True	11.416561841964722	685.414379202548	0.1595431651945278	0.05220655672628049	0.06399413325541117	9.99999999999998e-05	0.1613336689535947	`ftol` termination condition is satisfied.	"[1.59543165e-01 5.22065567e-02 6.39941333e-02 1.00000000e-04
 1.61333669e-01]"	"[5.37599219e-01 1.56519277e-02 1.74562518e-03 1.25622340e-06
 3.09397743e-04]"
83	True	15.545119285583496	685.4146156863646	0.15913607663130305	0.0526446063274325	0.06390332440784183	9.999999999998712e-05	0.1611097713502493	`xtol` termination condition is satisfied.	"[1.59136077e-01 5.26446063e-02 6.39033244e-02 1.00000000e-04
 1.61109771e-01]"	"[9.76715831e+00 2.84814351e+00 4.81393626e-01 3.30558511e-05
 6.17610841e-01]"
16	True	12.47985029220581	685.4146707330357	0.1591287159746943	0.05264514459265828	0.06389767517199071	9.999999941434759e-05	0.16108675551624346	`xtol` termination condition is satisfied.	"[1.59128716e-01 5.26451446e-02 6.38976752e-02 9.99999994e-05
 1.61086756e-01]"	"[5.37237538e-02 3.17430370e-01 2.27613327e+01 2.35286887e-06
 2.99999804e-01]"
40	True	21.83446764945984	685.4152404956236	0.15912255664551506	0.052640199348474644	0.06389641322991586	9.99999999999998e-05	0.16109487434486724	`xtol` termination condition is satisfied.	"[1.59122557e-01 5.26401993e-02 6.38964132e-02 1.00000000e-04
 1.61094874e-01]"	"[1.44949999e-03 3.48899605e-03 9.46765016e+01 4.68151297e-06
 4.46846007e+00]"
82	True	13.624460697174072	685.4154411100903	0.15913607653723516	0.05267624974898162	0.06390542542993011	9.999999980958505e-05	0.1611091766986592	`xtol` termination condition is satisfied.	"[1.59136077e-01 5.26762497e-02 6.39054254e-02 9.99999998e-05
 1.61109177e-01]"	"[2.02719094e-03 6.86145459e+00 6.08200302e-02 1.74451332e-05
 1.41491944e-01]"
71	True	13.501750230789185	685.4156049838662	0.15948400641652272	0.05223649900329459	0.06398673590657206	9.999999999888889e-05	0.16126404846064046	`xtol` termination condition is satisfied.	"[1.59484006e-01 5.22364990e-02 6.39867359e-02 1.00000000e-04
 1.61264048e-01]"	"[4.49259802e+00 8.78249455e-01 1.18605232e+00 5.97898191e-05
 1.11727942e-04]"
76	True	11.142985105514526	685.4157291952482	0.15910498961578506	0.05266654194455856	0.06389545156254646	9.99999990864252e-05	0.1610801452733562	`ftol` termination condition is satisfied.	"[1.59104990e-01 5.26665419e-02 6.38954516e-02 9.99999991e-05
 1.61080145e-01]"	"[3.68565543e-02 4.34335903e-01 8.92106519e-01 4.74743678e-06
 1.50550574e-02]"
26	True	11.498317003250122	685.415829697737	0.15950144064846236	0.05223405802747176	0.06398373826720936	9.999976497977159e-05	0.16129755975374296	`xtol` termination condition is satisfied.	"[1.59501441e-01 5.22340580e-02 6.39837383e-02 9.99997650e-05
 1.61297560e-01]"	"[5.58290577e-03 4.95448727e+00 6.53656177e-01 4.53740983e-06
 1.40615306e+00]"
20	True	14.48430848121643	685.4163835211266	0.15961610989489144	0.05218878738519045	0.06402887488069108	9.99999999999998e-05	0.16148012200044368	`xtol` termination condition is satisfied.	"[1.59616110e-01 5.21887874e-02 6.40288749e-02 1.00000000e-04
 1.61480122e-01]"	"[2.03396611e-01 2.72189945e-03 1.20332798e+00 1.96011631e-05
 3.80010769e+00]"
59	True	14.74965786933899	685.4165096226271	0.15960668393741229	0.05219511627330869	0.0640275618835618	9.99999999999998e-05	0.1614778678993807	`ftol` termination condition is satisfied.	"[1.59606684e-01 5.21951163e-02 6.40275619e-02 1.00000000e-04
 1.61477868e-01]"	"[5.71885979e-02 4.00497258e-02 5.70433494e-01 7.58394266e-05
 1.83049904e+00]"
7	True	11.655166387557983	685.4187485681265	0.15949744611573186	0.052254295641336435	0.06398379830902139	9.999999999886353e-05	0.16128316444297422	`xtol` termination condition is satisfied.	"[1.59497446e-01 5.22542956e-02 6.39837983e-02 1.00000000e-04
 1.61283164e-01]"	"[4.71251916e-02 4.43727954e+00 2.70970731e-03 8.48568183e-05
 1.44673422e-01]"
54	True	13.188711404800415	685.4188979165203	0.15950777748361156	0.052252854595146864	0.06398611846168419	9.99999999999998e-05	0.161317189397134	`xtol` termination condition is satisfied.	"[1.59507777e-01 5.22528546e-02 6.39861185e-02 1.00000000e-04
 1.61317189e-01]"	"[2.84359029e-01 2.51066022e+00 1.08216460e+01 3.58798801e-06
 9.33900091e-01]"
92	True	10.534186124801636	685.4189947011891	0.1595079711931143	0.052256328915671044	0.06398896250224285	9.99999999998685e-05	0.1613122867904132	`xtol` termination condition is satisfied.	"[1.59507971e-01 5.22563289e-02 6.39889625e-02 1.00000000e-04
 1.61312287e-01]"	"[1.16581080e-03 7.58548260e-01 3.06942520e-02 1.15028144e-06
 1.44371163e+00]"
69	True	14.43886923789978	685.4189979412608	0.15948072229968885	0.05226517591254799	0.06397864102702577	9.99999999999998e-05	0.16128747859976011	`xtol` termination condition is satisfied.	"[1.59480722e-01 5.22651759e-02 6.39786410e-02 1.00000000e-04
 1.61287479e-01]"	"[1.58148701e+01 7.62076700e-01 3.06225007e-02 2.01800378e-06
 1.62495601e-03]"
87	True	12.864579677581787	685.4190651450393	0.1594960565932543	0.0522608110808864	0.06398303803142279	9.999999999980531e-05	0.16130002710671432	`ftol` termination condition is satisfied.	"[1.59496057e-01 5.22608111e-02 6.39830380e-02 1.00000000e-04
 1.61300027e-01]"	"[2.74388762e+01 1.16110784e-02 1.13123839e-02 2.29642055e-06
 6.55065395e+00]"
32	True	11.662404537200928	685.4191338359996	0.15950941653660874	0.052256942148540576	0.06398564071615742	9.999999999734954e-05	0.16131848239003688	`ftol` termination condition is satisfied.	"[1.59509417e-01 5.22569421e-02 6.39856407e-02 1.00000000e-04
 1.61318482e-01]"	"[1.94761709e+00 7.40841340e-01 1.33860436e+01 1.10888009e-06
 3.24970194e-03]"
31	True	10.012495517730713	685.4193343522077	0.15947745225410792	0.05227225202599298	0.06397804463034568	9.999999841432779e-05	0.1612884584819065	`ftol` termination condition is satisfied.	"[1.59477452e-01 5.22722520e-02 6.39780446e-02 9.99999984e-05
 1.61288458e-01]"	"[1.73756339e-02 1.41002592e-01 2.23298797e-02 3.60107314e-05
 2.35025891e-03]"
2	True	13.16478180885315	685.4196746560074	0.15948628874976575	0.05227678479793523	0.06398005909045565	9.99999999767815e-05	0.1612959979648939	`xtol` termination condition is satisfied.	"[1.59486289e-01 5.22767848e-02 6.39800591e-02 1.00000000e-04
 1.61295998e-01]"	"[1.14033492e-01 1.26934154e+00 2.32877904e+01 4.19882173e-06
 4.14661592e+00]"
3	True	16.377342700958252	685.4197206389023	3.3134385900065757	0.0026127396302441687	0.06333645939297718	9.99999999999998e-05	0.15976635352005206	`xtol` termination condition is satisfied.	"[3.31343859e+00 2.61273963e-03 6.33364594e-02 1.00000000e-04
 1.59766354e-01]"	"[1.13541966e+01 1.40547203e-01 3.30965646e-03 1.15639173e-06
 1.22750032e-02]"
49	True	8.866031169891357	685.4204379366558	0.15951665737445092	0.05227901959630266	0.06398908560460877	9.99999999926779e-05	0.16131850271831977	`xtol` termination condition is satisfied.	"[1.59516657e-01 5.22790196e-02 6.39890856e-02 1.00000000e-04
 1.61318503e-01]"	"[1.23137947e-02 1.45966535e-03 6.20748239e-02 8.42618616e-05
 5.39039813e-04]"
64	True	13.918160915374756	685.4205605787752	0.1595765159349166	0.05224681263840088	0.06402191905519324	9.99999999999998e-05	0.16146327673624847	`ftol` termination condition is satisfied.	"[1.59576516e-01 5.22468126e-02 6.40219191e-02 1.00000000e-04
 1.61463277e-01]"	"[3.70031121e-01 1.40822623e-02 1.00000016e-01 3.48844041e-06
 5.00272197e-04]"
46	True	14.218325853347778	685.4206980221696	0.15959140621426127	0.05224336273074965	0.06402587151216918	9.99999999999998e-05	0.16147395760096506	`ftol` termination condition is satisfied.	"[1.59591406e-01 5.22433627e-02 6.40258715e-02 1.00000000e-04
 1.61473958e-01]"	"[3.26985729e-03 8.26420969e-01 4.39915799e-01 4.01970632e-05
 2.88943000e-02]"
47	True	11.964247941970825	685.4207811227334	0.15959099870001306	0.052244814261529604	0.0640259707888528	9.99999999999998e-05	0.16147475710874415	`xtol` termination condition is satisfied.	"[1.59590999e-01 5.22448143e-02 6.40259708e-02 1.00000000e-04
 1.61474757e-01]"	"[3.56902059e+00 2.73539077e-01 1.49102068e-02 1.30837425e-06
 2.45145759e-04]"
43	True	15.945772171020508	685.4208294199209	0.15957274655763734	0.05225536752078017	0.06402118753157084	9.99999999999998e-05	0.16146221246492565	`xtol` termination condition is satisfied.	"[1.59572747e-01 5.22553675e-02 6.40211875e-02 1.00000000e-04
 1.61462212e-01]"	"[2.01652159e+00 3.15120473e-02 1.26008694e-03 3.05258804e-05
 6.49194130e-01]"
53	True	16.55793261528015	685.420892152945	0.1595864183282346	0.0522489978921797	0.06402504006655793	9.99999999999998e-05	0.1614712518456455	`xtol` termination condition is satisfied.	"[1.59586418e-01 5.22489979e-02 6.40250401e-02 1.00000000e-04
 1.61471252e-01]"	"[5.35342326e+00 1.08289857e+00 5.10877841e+00 6.04176500e-06
 8.15217798e-03]"
65	True	14.677597284317017	685.4231130780329	0.15947552101855864	0.052350655144597094	0.06397887825267004	9.99999999899663e-05	0.16130992872593258	`ftol` termination condition is satisfied.	"[1.59475521e-01 5.23506551e-02 6.39788783e-02 1.00000000e-04
 1.61309929e-01]"	"[3.78595905e-03 3.06485658e-03 2.80583941e+00 1.22875756e-05
 6.88525766e-02]"
81	True	15.180872678756714	685.4232608976116	0.15952572553036917	0.05231845172584546	0.06399668406973237	9.999999999976441e-05	0.16134248086587555	`xtol` termination condition is satisfied.	"[1.59525726e-01 5.23184517e-02 6.39966841e-02 1.00000000e-04
 1.61342481e-01]"	"[1.42970566e+00 1.03853970e+00 1.65958983e-01 8.67338695e-06
 1.24033405e-04]"
