run	success	duration	cost	Emax_PT	EC50_riv_PT	Emax_aPTT	EC50_riv_aPTT	Emax_Xa	EC50_riv_Xa	message	x	x0
49	True	13.091451168060303	109.02361179514865	3.5530919743774545	0.0035833544566150222	0.9500194161813726	0.00040891827752344355	0.6860934265985122	0.000295895101103941	`xtol` termination condition is satisfied.	"[3.55309197e+00 3.58335446e-03 9.50019416e-01 4.08918278e-04
 6.86093427e-01 2.95895101e-04]"	"[5.31656404e+00 5.32971146e-03 1.98285273e-01 1.95807792e-07
 5.42644167e-01 2.53480046e-05]"
80	True	12.860043287277222	109.02377296393418	3.5568186720244075	0.003588900640204204	0.9515008939036586	0.0004101288078208107	0.68608531367295	0.000295885712976863	`xtol` termination condition is satisfied.	"[3.55681867e+00 3.58890064e-03 9.51500894e-01 4.10128808e-04
 6.86085314e-01 2.95885713e-04]"	"[4.90423475e+00 6.49742129e-03 5.14068767e+00 5.78392442e-06
 6.02314589e-01 1.92329823e-06]"
93	True	17.266733407974243	109.02396474967115	3.5342683103795123	0.0035605688007418687	0.9517693444934238	0.0004101127505840967	0.6861947702596205	0.0002960130026635173	`ftol` termination condition is satisfied.	"[3.53426831e+00 3.56056880e-03 9.51769344e-01 4.10112751e-04
 6.86194770e-01 2.96013003e-04]"	"[1.00018522e+00 1.11230387e-03 8.07710006e+00 1.41909111e-07
 9.66561560e-01 9.07874052e-03]"
9	True	14.376275777816772	109.02398158606104	3.6385511492536113	0.0036858880171500817	0.9529273104872862	0.00041140871460906755	0.685874931078025	0.0002957500856976038	`xtol` termination condition is satisfied.	"[3.63855115e+00 3.68588802e-03 9.52927310e-01 4.11408715e-04
 6.85874931e-01 2.95750086e-04]"	"[9.58888162e+00 3.87973461e-03 6.03817647e+00 7.07823865e-05
 6.69172692e-01 2.48667198e-05]"
82	True	18.00572896003723	109.02402694999992	3.5436352378803213	0.0035721355310807594	0.9522098398519108	0.00041052566173298895	0.686193111001024	0.00029601179138569954	`ftol` termination condition is satisfied.	"[3.54363524e+00 3.57213553e-03 9.52209840e-01 4.10525662e-04
 6.86193111e-01 2.96011791e-04]"	"[5.26879233e-01 2.69847732e-04 2.08568320e+00 4.01962674e-05
 8.90928100e-01 1.33077577e-05]"
63	True	25.906064987182617	109.0240269739191	3.543598323935271	0.0035720926337320506	0.9522098419781134	0.00041052566337155074	0.6861931482182653	0.0002960118223328502	`ftol` termination condition is satisfied.	"[3.54359832e+00 3.57209263e-03 9.52209842e-01 4.10525663e-04
 6.86193148e-01 2.96011822e-04]"	"[2.89733322e+00 2.27288923e-06 4.63849077e+00 3.98242961e-06
 6.15572213e-01 4.22953089e-05]"
16	True	23.965535163879395	109.02402709248253	3.5437422776149217	0.0035722599439050565	0.9522098419806679	0.000410525663373449	0.6861931482015489	0.00029601182231894893	`ftol` termination condition is satisfied.	"[3.54374228e+00 3.57225994e-03 9.52209842e-01 4.10525663e-04
 6.86193148e-01 2.96011822e-04]"	"[1.98887123e-01 9.60449393e-06 3.13606947e-01 4.48376728e-05
 5.00381743e-01 9.21681723e-05]"
75	True	33.80031490325928	109.02402713741353	3.5437965648322804	0.003572323044131816	0.9522098419782364	0.00041052566337162837	0.686193148218672	0.0002960118223331877	`ftol` termination condition is satisfied.	"[3.54379656e+00 3.57232304e-03 9.52209842e-01 4.10525663e-04
 6.86193148e-01 2.96011822e-04]"	"[2.95593347e-01 1.26761003e-07 4.65841327e-01 1.34359095e-04
 7.54520640e-01 2.10931992e-04]"
20	True	22.11684799194336	109.02402741373096	3.5441277644794824	0.0035727080303837146	0.9522098427137491	0.000410525663923175	0.6861931482754895	0.00029601182237798125	`ftol` termination condition is satisfied.	"[3.54412776e+00 3.57270803e-03 9.52209843e-01 4.10525664e-04
 6.86193148e-01 2.96011822e-04]"	"[9.80373659e-01 2.47898821e-04 7.04878221e+00 1.33939255e-03
 8.05441736e-01 7.54619923e-03]"
17	True	25.918210744857788	109.02402746993975	3.544194877849348	0.003572786055132652	0.9522098419783793	0.00041052566337173755	0.6861931481818339	0.0002960118223025421	`ftol` termination condition is satisfied.	"[3.54419488e+00 3.57278606e-03 9.52209842e-01 4.10525663e-04
 6.86193148e-01 2.96011822e-04]"	"[3.49043114e+00 4.23702079e-05 2.35286887e-01 6.21499163e-04
 8.41714558e-01 1.30079072e-06]"
32	True	21.52953553199768	109.02402752674777	3.5442622866427005	0.0035728644442542183	0.95220984205473	0.000410525663428989	0.6861931481615839	0.0002960118222856935	`ftol` termination condition is satisfied.	"[3.54426229e+00 3.57286444e-03 9.52209842e-01 4.10525663e-04
 6.86193148e-01 2.96011822e-04]"	"[1.71736499e+00 2.21200678e-04 1.98727768e-01 7.83174075e-06
 7.75085405e-01 6.24233537e-05]"
6	True	24.430444717407227	109.02402759758643	3.5443605224532346	0.003572978646240363	0.9522097320086107	0.0004105255786128037	0.6861931482122119	0.0002960118223278135	`ftol` termination condition is satisfied.	"[3.54436052e+00 3.57297865e-03 9.52209732e-01 4.10525579e-04
 6.86193148e-01 2.96011822e-04]"	"[1.81375429e-01 1.67846463e-05 2.47130531e+00 1.43801178e-07
 5.90144702e-01 7.81725990e-04]"
90	True	19.152642965316772	109.02402761226908	3.544424192117149	0.003573052679979346	0.9522098247285785	0.0004105256500761001	0.6861931139719744	0.00029601179383720164	`ftol` termination condition is satisfied.	"[3.54442419e+00 3.57305268e-03 9.52209825e-01 4.10525650e-04
 6.86193114e-01 2.96011794e-04]"	"[7.44088732e-01 8.31211112e-04 2.37117122e-01 7.99598094e-07
 5.66753043e-01 1.76731884e-05]"
92	True	24.137830018997192	109.02402766497366	3.544425440235627	0.00357305411887874	0.9522098419778875	0.0004105256633713757	0.6861931481995812	0.00029601182231730355	`ftol` termination condition is satisfied.	"[3.54442544e+00 3.57305412e-03 9.52209842e-01 4.10525663e-04
 6.86193148e-01 2.96011822e-04]"	"[3.93389552e-01 1.32475729e-07 5.83007147e+00 4.25530300e-03
 5.08618014e-01 1.66418000e-07]"
85	True	21.91279172897339	109.02402771737485	3.54448703493645	0.003573125732856497	0.9522098419909724	0.000410525663381181	0.6861931481959832	0.00029601182231430844	`ftol` termination condition is satisfied.	"[3.54448703e+00 3.57312573e-03 9.52209842e-01 4.10525663e-04
 6.86193148e-01 2.96011822e-04]"	"[1.32665459e-01 8.63221475e-05 2.97983434e-01 1.52230031e-05
 7.22037835e-01 9.76715831e-05]"
41	True	24.75065016746521	109.02402775419999	3.5445302007772432	0.003573175915459204	0.9522098419717032	0.0004105256633666044	0.6861931482134117	0.00029601182232881084	`ftol` termination condition is satisfied.	"[3.54453020e+00 3.57317592e-03 9.52209842e-01 4.10525663e-04
 6.86193148e-01 2.96011822e-04]"	"[1.32385723e+00 2.33247250e-05 4.42994581e-01 4.91904287e-03
 6.19080816e-01 5.00332761e-03]"
