study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Jiang2010	T40	10.0	all	bmi	10.0	NA	NA	24.5	NA	NA	NA	20.5	28.0	kg/m^2	NA
Jiang2010	PM	11.0	P	species	11.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	PM	11.0	P	sex	11.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	PF	8.0	P	species	8.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	PF	8.0	P	sex	8.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T5M	5.0	T5	species	5.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T5M	5.0	T5	sex	5.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T5F	7.0	T5	species	7.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T5F	7.0	T5	sex	7.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T10M	6.0	T10	species	6.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T10M	6.0	T10	sex	6.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T10F	5.0	T10	species	5.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T10F	5.0	T10	sex	5.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T30M	6.0	T30	species	6.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T30M	6.0	T30	sex	6.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T30F	6.0	T30	species	6.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Jiang2010	T30F	6.0	T30	sex	6.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
